neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Castro/Upper Market,Entire home/apt,600,4,0,,,1,0
Castro/Upper Market,Private room,79,1,81,6/25/16,3.3,2,8
Castro/Upper Market,Entire home/apt,249,4,30,6/11/16,0.68,1,73
Castro/Upper Market,Entire home/apt,220,2,47,6/21/16,4.27,1,2
Castro/Upper Market,Private room,99,1,4,9/27/15,0.32,3,62
Castro/Upper Market,Shared room,55,1,23,7/1/16,1.98,5,86
Castro/Upper Market,Entire home/apt,250,1,15,6/24/16,1.46,4,80
Castro/Upper Market,Entire home/apt,750,4,1,8/19/14,0.04,1,3
Castro/Upper Market,Entire home/apt,600,2,0,,,1,88
Castro/Upper Market,Entire home/apt,150,4,0,,,1,0
Castro/Upper Market,Entire home/apt,350,7,3,10/11/15,0.11,1,0
Castro/Upper Market,Entire home/apt,399,4,11,5/15/16,0.98,2,26
Castro/Upper Market,Private room,95,3,59,6/27/16,1.05,2,115
Castro/Upper Market,Entire home/apt,230,2,66,6/21/16,3.69,1,271
Castro/Upper Market,Entire home/apt,1500,1,1,6/20/16,1,2,96
Castro/Upper Market,Private room,130,4,0,,,1,0
Castro/Upper Market,Entire home/apt,235,3,107,6/19/16,2.43,4,36
Castro/Upper Market,Private room,109,3,90,6/27/16,1.91,1,314
Castro/Upper Market,Private room,99,1,3,10/1/15,0.29,1,0
Castro/Upper Market,Entire home/apt,179,2,10,7/17/14,0.16,1,182
Castro/Upper Market,Private room,75,1,64,6/19/16,3.16,2,357
Castro/Upper Market,Entire home/apt,275,5,31,5/18/16,0.51,1,108
Castro/Upper Market,Entire home/apt,275,7,3,6/11/16,1.64,1,6
Castro/Upper Market,Entire home/apt,165,3,118,6/17/16,5.11,1,31
Castro/Upper Market,Private room,125,2,53,6/23/16,2.13,1,341
Castro/Upper Market,Entire home/apt,385,2,1,9/18/15,0.1,1,365
Castro/Upper Market,Entire home/apt,172,3,32,6/27/16,2.91,2,317
Castro/Upper Market,Entire home/apt,275,3,1,6/19/16,1,1,45
Castro/Upper Market,Entire home/apt,405,2,19,6/15/16,0.52,1,282
Castro/Upper Market,Private room,91,3,0,,,1,0
Castro/Upper Market,Entire home/apt,235,4,50,6/22/16,1.42,1,318
Castro/Upper Market,Private room,68,2,74,6/22/16,4.69,1,267
Castro/Upper Market,Private room,129,2,20,7/1/16,4.08,1,57
Castro/Upper Market,Entire home/apt,350,5,0,,,2,182
Castro/Upper Market,Entire home/apt,500,20,0,,,1,5
Castro/Upper Market,Entire home/apt,240,2,4,5/8/16,0.65,1,19
Castro/Upper Market,Private room,134,1,82,6/7/16,3.63,1,353
Castro/Upper Market,Entire home/apt,194,4,86,6/17/16,2.38,1,281
Castro/Upper Market,Entire home/apt,177,2,8,6/12/16,0.46,1,16
Castro/Upper Market,Private room,160,1,0,,,1,0
Castro/Upper Market,Entire home/apt,325,2,0,,,2,221
Castro/Upper Market,Entire home/apt,399,4,8,6/16/16,0.64,1,66
Castro/Upper Market,Entire home/apt,319,7,13,6/26/16,2.14,3,54
Castro/Upper Market,Entire home/apt,148,2,7,3/23/16,1,1,0
Castro/Upper Market,Entire home/apt,315,3,2,10/27/15,0.23,2,85
Castro/Upper Market,Private room,100,1,96,6/30/16,7.27,3,165
Castro/Upper Market,Entire home/apt,145,4,32,3/1/16,0.79,1,152
Castro/Upper Market,Private room,150,1,4,5/31/16,0.75,1,51
Castro/Upper Market,Entire home/apt,198,2,12,6/27/16,0.5,1,27
Castro/Upper Market,Entire home/apt,425,1,43,6/28/16,1.67,2,43
Castro/Upper Market,Private room,211,1,3,6/20/16,3,2,365
Castro/Upper Market,Private room,150,2,0,,,1,0
Twin Peaks,Entire home/apt,750,1,0,,,1,0
Twin Peaks,Entire home/apt,375,2,0,,,1,0
Twin Peaks,Private room,80,2,168,6/29/16,6.74,2,57
Twin Peaks,Entire home/apt,135,1,1,11/14/15,0.13,1,0
Twin Peaks,Private room,150,2,13,6/21/16,3.61,2,7
Twin Peaks,Entire home/apt,500,4,6,12/29/15,0.33,1,182
Twin Peaks,Private room,208,1,47,6/27/16,4.29,1,357
Twin Peaks,Private room,150,3,4,6/8/16,2.5,1,338
Twin Peaks,Entire home/apt,121,3,43,6/10/16,1.94,1,218
Twin Peaks,Entire home/apt,125,14,11,4/30/16,0.45,1,284
Twin Peaks,Entire home/apt,170,5,0,,,1,4
Twin Peaks,Private room,100,1,26,5/18/16,0.87,1,329
Twin Peaks,Entire home/apt,425,2,16,6/25/16,1.86,1,22
Twin Peaks,Private room,150,2,0,,,1,170
Twin Peaks,Entire home/apt,800,1,0,,,1,0
Twin Peaks,Entire home/apt,365,4,0,,,1,0
Twin Peaks,Entire home/apt,380,2,17,5/19/16,1.18,2,351
Twin Peaks,Private room,95,1,1,5/15/16,0.61,1,0
Twin Peaks,Entire home/apt,200,2,36,6/26/16,2.18,1,151
Twin Peaks,Entire home/apt,1200,1,0,,,1,0
Twin Peaks,Entire home/apt,550,3,2,8/11/15,0.06,1,361
Twin Peaks,Private room,200,4,0,,,1,0
Twin Peaks,Entire home/apt,115,2,54,5/29/16,2.19,3,285
Twin Peaks,Entire home/apt,349,1,0,,,1,0
Twin Peaks,Private room,145,2,2,1/5/16,0.28,1,0
Twin Peaks,Entire home/apt,425,2,23,6/20/16,2.82,1,109
Twin Peaks,Entire home/apt,575,2,5,6/25/16,1.03,2,109
Twin Peaks,Entire home/apt,150,5,3,9/16/15,0.27,1,0
Twin Peaks,Entire home/apt,199,3,4,7/8/15,0.31,1,2
Twin Peaks,Private room,89,1,37,6/18/16,4.83,1,8
Twin Peaks,Private room,98,1,43,6/29/16,4.4,1,325
Twin Peaks,Entire home/apt,355,1,25,6/17/16,1,2,0
Twin Peaks,Entire home/apt,235,3,120,6/27/16,2.95,1,277
Twin Peaks,Entire home/apt,450,1,0,,,2,0
Twin Peaks,Private room,80,30,8,6/1/16,0.44,3,119
Twin Peaks,Private room,85,2,56,6/15/16,2.56,1,322
Twin Peaks,Private room,125,2,3,6/26/16,3,1,26
Twin Peaks,Private room,98,1,34,8/16/15,1.28,3,62
Twin Peaks,Private room,85,1,0,,,1,0
Twin Peaks,Entire home/apt,140,3,8,10/13/15,0.15,1,0
Twin Peaks,Entire home/apt,330,3,1,6/26/16,1,1,0
Twin Peaks,Entire home/apt,180,29,25,3/2/16,2.1,3,122
Twin Peaks,Entire home/apt,500,5,2,7/22/15,0.09,1,182
Twin Peaks,Entire home/apt,217,3,4,11/2/15,0.42,1,0
Twin Peaks,Private room,100,1,0,,,1,0
Twin Peaks,Private room,400,1,0,,,1,365
Twin Peaks,Private room,60,30,1,1/5/16,0.17,4,14
Twin Peaks,Entire home/apt,475,2,2,5/21/16,0.32,2,37
Twin Peaks,Entire home/apt,450,2,4,6/18/16,0.66,3,260
Twin Peaks,Entire home/apt,333,3,120,6/20/16,3.57,2,319
Twin Peaks,Private room,140,1,0,,,2,0
Twin Peaks,Entire home/apt,275,3,1,6/18/16,1,1,159
Twin Peaks,Private room,115,2,45,6/27/16,3.34,1,268
Twin Peaks,Entire home/apt,175,2,1,7/1/16,1,1,32
Twin Peaks,Entire home/apt,105,3,2,6/25/16,0.36,1,0
Twin Peaks,Private room,150,2,9,6/9/16,0.66,5,365
Twin Peaks,Entire home/apt,175,1,1,6/6/16,1,1,364
Twin Peaks,Private room,83,2,64,6/20/16,3.88,2,65
Twin Peaks,Entire home/apt,229,2,11,8/10/15,0.6,1,147
Twin Peaks,Private room,119,1,2,9/29/14,0.09,1,365
Twin Peaks,Entire home/apt,599,3,6,5/19/16,0.24,1,322
Twin Peaks,Entire home/apt,150,3,13,6/4/16,1.27,1,281
Twin Peaks,Private room,154,1,49,5/30/16,4.51,3,335
Twin Peaks,Entire home/apt,375,1,0,,,1,365
Twin Peaks,Entire home/apt,300,2,10,6/15/16,3.9,2,127
Twin Peaks,Entire home/apt,235,2,14,12/31/15,0.38,1,182
Twin Peaks,Entire home/apt,350,3,0,,,1,182
Twin Peaks,Private room,70,4,0,,,1,42
Twin Peaks,Entire home/apt,225,2,0,,,1,0
Twin Peaks,Entire home/apt,250,4,0,,,1,365
Twin Peaks,Private room,59,7,0,,,1,0
Twin Peaks,Entire home/apt,195,32,12,10/24/15,0.43,1,308
Twin Peaks,Entire home/apt,175,3,47,6/18/16,1.17,1,205
Twin Peaks,Entire home/apt,125,3,55,6/28/16,4.2,1,190
Twin Peaks,Entire home/apt,290,2,0,,,1,363
Twin Peaks,Entire home/apt,140,28,69,6/3/16,1.78,1,103
Twin Peaks,Private room,85,3,66,9/30/15,1.4,1,0
Twin Peaks,Entire home/apt,225,2,0,,,1,365
Twin Peaks,Entire home/apt,90,4,1,12/29/15,0.16,1,0
Twin Peaks,Entire home/apt,175,2,14,6/11/16,0.85,1,273
Twin Peaks,Entire home/apt,225,2,127,6/30/16,4.7,1,229
Twin Peaks,Entire home/apt,149,2,55,5/30/16,1.5,1,12
Twin Peaks,Entire home/apt,150,4,6,6/20/16,1.84,3,64
Twin Peaks,Private room,99,2,1,3/26/16,0.3,1,102
Twin Peaks,Private room,169,1,23,10/8/15,0.76,2,52
Twin Peaks,Entire home/apt,175,18,4,10/18/14,0.08,25,365
Bernal Heights,Private room,129,2,29,6/26/16,1.61,2,305
Bernal Heights,Private room,350,1,0,,,3,0
Bernal Heights,Private room,95,2,212,6/22/16,3.33,3,63
Bernal Heights,Private room,150,1,0,,,1,0
Bernal Heights,Private room,98,3,172,6/25/16,2.28,1,344
Bernal Heights,Private room,79,5,73,6/29/16,1.59,1,173
Bernal Heights,Entire home/apt,500,7,1,12/30/15,0.16,1,0
Bernal Heights,Entire home/apt,350,4,0,,,1,357
Bernal Heights,Entire home/apt,208,2,1,5/28/16,0.83,1,126
Bernal Heights,Entire home/apt,400,1,0,,,1,364
Bernal Heights,Entire home/apt,180,3,118,7/1/16,3.24,1,288
Bernal Heights,Entire home/apt,165,1,89,6/8/16,3.72,1,131
Bernal Heights,Entire home/apt,189,1,9,3/15/16,0.93,2,175
Bernal Heights,Entire home/apt,125,5,6,7/20/15,0.25,1,301
Bernal Heights,Entire home/apt,130,3,7,5/20/16,2.23,1,234
Bernal Heights,Private room,120,3,32,10/1/15,1.43,1,365
Bernal Heights,Entire home/apt,164,1,134,6/24/16,4.79,3,83
Bernal Heights,Private room,150,1,2,9/26/13,0.05,1,365
Bernal Heights,Private room,100,3,69,6/14/16,1.25,2,295
Bernal Heights,Entire home/apt,329,2,5,10/26/15,0.45,1,0
Bernal Heights,Entire home/apt,220,2,4,6/11/16,0.82,1,3
Bernal Heights,Entire home/apt,250,1,0,,,1,0
Bernal Heights,Private room,49,3,10,6/26/16,0.44,6,33
Bernal Heights,Entire home/apt,185,2,28,10/20/15,0.45,1,7
Bernal Heights,Entire home/apt,160,2,48,6/18/16,1.16,2,270
Bernal Heights,Private room,79,1,17,6/18/16,3.75,1,93
Bernal Heights,Entire home/apt,167,2,122,6/20/16,3.47,2,297
Bernal Heights,Entire home/apt,185,2,9,6/19/16,1.9,1,143
Bernal Heights,Private room,80,2,6,6/24/16,2.61,1,234
Bernal Heights,Entire home/apt,185,2,76,6/29/16,4.06,1,278
Bernal Heights,Private room,102,1,59,5/13/16,1.16,3,201
Bernal Heights,Entire home/apt,265,4,27,4/6/16,0.63,2,267
Bernal Heights,Entire home/apt,360,3,61,6/29/16,1.46,2,336
Bernal Heights,Entire home/apt,125,2,70,6/19/16,2.51,1,328
Bernal Heights,Entire home/apt,1000,1,4,10/21/13,0.12,1,365
Bernal Heights,Entire home/apt,120,2,11,6/20/16,4.58,1,70
Bernal Heights,Private room,100,1,0,,,1,0
Bernal Heights,Entire home/apt,139,2,72,6/8/16,4.65,1,305
Bernal Heights,Private room,110,2,11,5/25/16,1.1,1,222
Bernal Heights,Entire home/apt,185,2,16,6/29/16,3.81,1,101
Bernal Heights,Entire home/apt,185,2,22,6/23/16,3.61,1,151
Bernal Heights,Entire home/apt,125,3,110,6/28/16,2.87,1,105
Bernal Heights,Entire home/apt,143,3,92,6/20/16,2.77,1,298
Bernal Heights,Entire home/apt,399,2,19,6/20/16,0.91,1,365
Bernal Heights,Entire home/apt,599,3,0,,,1,0
Bernal Heights,Entire home/apt,200,1,0,,,1,0
Bernal Heights,Entire home/apt,176,2,0,,,1,0
Bernal Heights,Private room,58,3,2,6/4/16,0.72,6,186
Bernal Heights,Entire home/apt,200,1,5,10/31/15,0.37,1,265
Bernal Heights,Entire home/apt,130,2,120,5/27/16,3.06,1,305
Bernal Heights,Entire home/apt,110,1,81,6/10/16,3.16,1,253
Bernal Heights,Private room,90,10,0,,,1,329
Bernal Heights,Entire home/apt,200,3,19,6/22/16,1.43,1,285
Bernal Heights,Entire home/apt,200,3,4,4/11/16,0.75,1,285
Bernal Heights,Entire home/apt,132,1,8,6/27/16,0.67,1,3
Bernal Heights,Entire home/apt,400,3,1,2/8/16,0.21,2,0
Bernal Heights,Entire home/apt,350,2,24,6/30/16,3.09,4,324
Bernal Heights,Entire home/apt,450,3,36,6/26/16,3.96,1,40
Bernal Heights,Private room,125,1,3,3/2/16,0.48,3,362
Bernal Heights,Private room,119,2,15,6/8/16,2.42,1,137
Bernal Heights,Entire home/apt,400,2,6,8/8/15,0.52,1,9
Bernal Heights,Entire home/apt,160,1,124,6/17/16,5.27,2,353
Bernal Heights,Entire home/apt,180,5,0,,,1,15
Bernal Heights,Entire home/apt,250,2,21,6/16/16,4.32,1,30
Bernal Heights,Entire home/apt,260,7,0,,,2,3
Bernal Heights,Private room,115,1,87,6/17/16,6.35,1,270
Bernal Heights,Entire home/apt,145,1,8,6/28/16,0.36,1,0
Bernal Heights,Entire home/apt,260,1,11,8/19/15,0.43,1,6
Bernal Heights,Entire home/apt,195,1,20,6/26/16,1.7,1,327
Bernal Heights,Private room,120,1,1,2/7/16,0.2,2,0
Bernal Heights,Private room,120,7,1,8/16/15,0.09,1,335
Bernal Heights,Entire home/apt,399,3,2,8/8/15,0.17,1,0
Bernal Heights,Entire home/apt,130,3,14,4/6/16,0.41,1,171
Bernal Heights,Private room,99,1,2,7/5/15,0.16,1,364
Bernal Heights,Entire home/apt,205,2,2,6/13/16,0.33,1,0
Bernal Heights,Entire home/apt,135,2,81,6/10/16,4.3,1,100
Bernal Heights,Entire home/apt,225,3,59,6/20/16,2.69,1,294
Bernal Heights,Entire home/apt,120,2,50,6/27/16,1.41,1,44
Bernal Heights,Entire home/apt,175,3,11,6/11/16,2.82,1,6
Bernal Heights,Private room,110,2,0,,,2,27
Bernal Heights,Entire home/apt,290,2,0,,,1,0
Bernal Heights,Entire home/apt,479,3,5,2/8/16,0.21,1,26
Bernal Heights,Private room,90,2,3,5/15/16,1.01,1,0
Bernal Heights,Private room,99,1,1,6/27/16,1,2,365
Bernal Heights,Private room,89,1,48,6/12/16,1.37,1,333
Bernal Heights,Private room,58,1,0,,,2,0
Bernal Heights,Private room,120,1,0,,,1,0
Bernal Heights,Private room,150,1,10,6/26/16,1.71,1,64
Bernal Heights,Private room,129,2,84,6/20/16,2.3,4,305
Bernal Heights,Private room,95,1,31,6/26/16,3.02,1,213
Bernal Heights,Private room,49,3,9,5/29/16,0.52,6,2
Bernal Heights,Private room,98,2,108,6/16/16,1.76,3,345
Bernal Heights,Private room,180,1,1,2/7/16,0.2,2,0
Bernal Heights,Entire home/apt,225,5,6,4/2/16,0.17,1,8
Bernal Heights,Private room,115,1,22,6/26/16,1.59,1,295
Bernal Heights,Private room,121,2,25,6/30/16,4.41,1,318
Bernal Heights,Private room,200,3,2,11/11/15,0.25,4,291
Bernal Heights,Entire home/apt,130,1,22,6/21/16,0.59,1,246
Bernal Heights,Entire home/apt,232,3,1,10/6/15,0.11,1,309
Bernal Heights,Entire home/apt,200,2,2,1/2/16,0.07,1,302
Bernal Heights,Private room,79,3,20,6/12/16,4.05,3,310
Bernal Heights,Private room,120,3,77,6/6/16,2.5,1,89
Bernal Heights,Private room,109,2,35,6/25/16,4.38,1,257
Bernal Heights,Private room,75,1,56,6/28/16,7.12,1,7
Bernal Heights,Entire home/apt,148,2,10,10/5/15,0.4,1,0
Bernal Heights,Entire home/apt,399,2,6,6/25/16,0.97,1,21
Bernal Heights,Entire home/apt,120,1,2,11/27/15,0.24,1,0
Bernal Heights,Entire home/apt,195,3,24,6/29/16,3.03,1,224
Bernal Heights,Private room,130,2,9,6/9/16,2.41,2,52
Bernal Heights,Entire home/apt,160,2,0,,,1,0
Bernal Heights,Entire home/apt,130,2,0,,,1,38
Bernal Heights,Private room,85,1,7,6/15/16,1.48,1,195
Bernal Heights,Private room,128,2,124,6/12/16,1.74,1,301
Bernal Heights,Entire home/apt,177,3,2,3/15/16,0.41,1,157
Bernal Heights,Private room,55,5,0,,,1,0
Bernal Heights,Entire home/apt,500,3,49,9/27/15,1.45,1,147
Bernal Heights,Entire home/apt,250,3,17,10/19/15,0.69,1,77
Bernal Heights,Entire home/apt,149,5,212,6/20/16,4.16,1,254
Bernal Heights,Private room,129,2,56,6/28/16,2.76,2,286
Bernal Heights,Entire home/apt,145,1,7,3/20/16,0.32,1,9
Bernal Heights,Entire home/apt,189,3,17,3/25/16,0.82,1,18
Bernal Heights,Entire home/apt,800,3,4,6/29/14,0.14,4,276
Bernal Heights,Private room,350,1,0,,,3,0
Bernal Heights,Entire home/apt,120,2,26,6/21/16,5.34,1,244
Bernal Heights,Entire home/apt,350,31,10,4/3/16,0.86,3,275
Bernal Heights,Entire home/apt,1000,5,0,,,1,0
Bernal Heights,Private room,135,3,37,6/18/16,2.98,1,329
Bernal Heights,Private room,102,1,119,6/8/16,2.28,3,113
Bernal Heights,Entire home/apt,300,2,0,,,1,0
Bernal Heights,Entire home/apt,299,1,0,,,1,151
Bernal Heights,Private room,95,2,15,6/25/16,7.76,1,5
Bernal Heights,Private room,135,2,82,6/25/16,2.12,1,352
Bernal Heights,Private room,190,2,1,10/5/14,0.05,1,365
Bernal Heights,Private room,80,1,23,6/10/16,2.79,1,65
Bernal Heights,Entire home/apt,495,4,1,1/2/16,0.16,1,10
Bernal Heights,Entire home/apt,100,5,5,6/19/16,0.4,1,13
Bernal Heights,Private room,135,2,51,6/14/16,1.48,1,322
Bernal Heights,Entire home/apt,625,1,4,6/28/16,0.57,1,364
Bernal Heights,Entire home/apt,150,1,0,,,1,0
Bernal Heights,Entire home/apt,250,2,4,5/17/16,0.3,2,364
Bernal Heights,Private room,165,1,0,,,1,0
Bernal Heights,Entire home/apt,950,1,0,,,3,0
Bernal Heights,Entire home/apt,250,1,0,,,1,0
Bernal Heights,Private room,65,3,60,8/24/15,2.22,2,244
Bernal Heights,Entire home/apt,215,2,5,6/20/16,0.82,1,44
Bernal Heights,Entire home/apt,187,3,5,6/18/16,0.21,1,6
Bernal Heights,Entire home/apt,160,1,36,6/18/16,1.88,1,352
Bernal Heights,Entire home/apt,200,2,7,6/27/16,0.29,1,0
Bernal Heights,Entire home/apt,499,1,0,,,1,0
Bernal Heights,Entire home/apt,330,4,6,7/10/15,0.12,1,1
Bernal Heights,Private room,145,1,88,6/29/16,3.6,1,345
Bernal Heights,Private room,69,1,28,6/12/16,1.22,2,295
Bernal Heights,Entire home/apt,325,30,2,10/1/15,0.2,3,243
Bernal Heights,Entire home/apt,450,3,0,,,1,19
Bernal Heights,Entire home/apt,155,1,1,12/21/15,0.15,1,182
Bernal Heights,Entire home/apt,220,1,4,8/16/15,0.35,1,0
Bernal Heights,Entire home/apt,165,3,6,7/30/15,0.25,1,3
Bernal Heights,Private room,300,1,0,,,1,0
Bernal Heights,Private room,90,2,4,10/27/15,0.44,1,0
Bernal Heights,Entire home/apt,180,2,1,6/29/16,1,1,0
Bernal Heights,Entire home/apt,147,4,42,5/18/16,0.72,1,191
Bernal Heights,Entire home/apt,222,3,51,6/17/16,2.4,1,337
Bernal Heights,Entire home/apt,320,2,4,2/21/16,0.38,1,5
Bernal Heights,Private room,77,7,0,,,1,17
Bernal Heights,Private room,118,7,9,10/12/15,0.67,1,0
Bernal Heights,Entire home/apt,300,4,0,,,1,1
Bernal Heights,Private room,150,29,0,,,1,0
Bernal Heights,Entire home/apt,145,4,4,6/9/16,1.13,1,0
Bernal Heights,Entire home/apt,450,1,0,,,1,0
Bernal Heights,Entire home/apt,200,3,2,9/28/15,0.21,1,0
Bernal Heights,Entire home/apt,158,2,71,6/20/16,3.71,1,319
Bernal Heights,Private room,68,1,0,,,1,182
Bernal Heights,Entire home/apt,175,2,3,6/11/16,2.5,1,11
Bernal Heights,Private room,110,2,0,,,1,21
Bernal Heights,Private room,100,1,0,,,1,5
Bernal Heights,Entire home/apt,120,3,0,,,1,0
Bernal Heights,Entire home/apt,150,5,3,6/26/16,0.49,1,0
Bernal Heights,Private room,89,3,92,6/19/16,2.78,3,274
Bernal Heights,Entire home/apt,160,3,103,6/28/16,4.2,1,277
Bernal Heights,Private room,225,2,0,,,3,11
Bernal Heights,Entire home/apt,195,30,47,6/27/16,4.76,1,312
Bernal Heights,Entire home/apt,89,1,0,,,1,0
Bernal Heights,Private room,75,2,27,6/15/16,2.99,1,290
Bernal Heights,Entire home/apt,150,1,4,6/13/16,1.14,1,312
Bernal Heights,Entire home/apt,125,7,0,,,1,8
Bernal Heights,Private room,65,1,2,2/8/16,0.28,1,0
Bernal Heights,Private room,90,2,6,6/22/16,4.62,1,109
Bernal Heights,Shared room,100,1,0,,,1,363
Bernal Heights,Entire home/apt,301,30,2,11/25/15,0.19,3,247
Bernal Heights,Private room,75,1,18,6/11/16,0.31,1,357
Bernal Heights,Private room,135,4,96,6/20/16,4.48,1,288
Bernal Heights,Entire home/apt,140,1,0,,,1,0
Bernal Heights,Entire home/apt,175,6,9,6/14/15,0.57,1,0
Bernal Heights,Entire home/apt,300,4,0,,,1,0
Bernal Heights,Entire home/apt,185,2,1,6/19/15,0.08,1,7
Bernal Heights,Entire home/apt,299,5,3,8/15/15,0.26,1,12
Bernal Heights,Entire home/apt,185,6,3,1/5/16,0.3,1,33
Bernal Heights,Entire home/apt,500,1,0,,,1,365
Bernal Heights,Entire home/apt,195,2,32,9/30/14,0.41,1,182
Bernal Heights,Entire home/apt,200,5,5,12/28/15,0.14,1,182
Bernal Heights,Entire home/apt,125,2,122,6/29/16,2.34,3,28
Bernal Heights,Private room,92,2,9,11/16/15,0.86,1,0
Bernal Heights,Private room,250,3,0,,,4,311
Bernal Heights,Entire home/apt,150,2,2,6/27/16,2,1,20
Bernal Heights,Entire home/apt,250,4,4,12/28/15,0.22,1,213
Bernal Heights,Entire home/apt,145,3,102,6/11/16,2.8,1,245
Bernal Heights,Private room,79,3,12,5/8/16,2.43,3,296
Bernal Heights,Private room,75,1,5,5/26/16,0.4,1,5
Bernal Heights,Entire home/apt,525,3,0,,,1,61
Bernal Heights,Entire home/apt,189,2,10,5/20/16,0.22,2,323
Bernal Heights,Private room,119,2,6,6/28/16,4.5,2,73
Bernal Heights,Entire home/apt,140,30,12,4/24/16,0.4,3,315
Bernal Heights,Entire home/apt,159,2,32,6/27/16,5.27,1,286
Bernal Heights,Private room,85,7,1,10/7/14,0.05,1,266
Bernal Heights,Private room,90,2,29,6/26/16,2.35,2,360
Bernal Heights,Entire home/apt,90,4,60,6/18/16,1.69,1,95
Bernal Heights,Private room,149,1,5,6/18/16,2.05,1,209
Bernal Heights,Private room,95,1,0,,,1,0
Bernal Heights,Private room,80,2,62,4/6/16,4.36,1,46
Bernal Heights,Entire home/apt,120,4,117,6/27/16,3,1,246
Bernal Heights,Entire home/apt,250,3,0,,,2,6
Bernal Heights,Private room,48,2,0,,,2,15
Bernal Heights,Entire home/apt,250,2,2,2/14/13,0.05,1,5
Bernal Heights,Entire home/apt,259,5,35,6/16/16,1.15,1,32
Bernal Heights,Entire home/apt,300,2,0,,,1,0
Bernal Heights,Entire home/apt,190,2,86,5/18/16,3.24,2,316
Bernal Heights,Private room,150,1,0,,,1,0
Bernal Heights,Entire home/apt,350,2,1,8/31/15,0.1,1,365
Bernal Heights,Entire home/apt,225,3,0,,,1,0
Bernal Heights,Entire home/apt,135,30,29,1/17/16,1.48,4,309
Bernal Heights,Entire home/apt,300,3,8,3/29/16,0.52,1,240
Bernal Heights,Private room,125,2,34,10/29/15,1.86,1,308
Bernal Heights,Entire home/apt,850,1,0,,,1,365
Bernal Heights,Entire home/apt,450,7,5,8/3/15,0.16,1,83
Bernal Heights,Entire home/apt,120,2,19,5/10/16,0.37,1,28
Bernal Heights,Private room,125,2,0,,,1,74
Bernal Heights,Private room,70,1,2,6/15/15,0.15,1,0
Bernal Heights,Entire home/apt,199,3,26,5/23/16,0.95,1,0
Bernal Heights,Entire home/apt,325,4,0,,,2,15
Bernal Heights,Private room,129,2,78,5/28/16,1.72,4,286
Bernal Heights,Entire home/apt,195,2,14,12/30/15,0.56,1,242
Bernal Heights,Private room,109,2,56,7/1/16,5.87,1,263
Bernal Heights,Private room,88,3,0,,,1,4
Bernal Heights,Entire home/apt,175,5,9,8/5/15,0.25,2,187
Bernal Heights,Entire home/apt,225,5,9,5/29/16,1.01,1,297
Bernal Heights,Entire home/apt,1200,1,0,,,1,0
Bernal Heights,Private room,350,1,0,,,1,0
Bernal Heights,Private room,100,1,0,,,3,365
Bernal Heights,Private room,115,2,51,6/27/16,3.04,1,23
Bernal Heights,Private room,90,30,8,10/22/15,0.65,1,0
Bernal Heights,Entire home/apt,200,4,10,6/20/16,0.17,2,103
Bernal Heights,Entire home/apt,195,1,15,6/17/16,4.29,1,150
Bernal Heights,Private room,89,1,51,6/29/16,0.83,1,124
Bernal Heights,Entire home/apt,550,1,0,,,1,0
Bernal Heights,Private room,110,1,0,,,2,365
Bernal Heights,Entire home/apt,350,2,0,,,4,276
Bernal Heights,Private room,85,2,10,6/24/16,2.46,1,212
Bernal Heights,Private room,119,3,15,6/27/16,1.56,1,74
Bernal Heights,Entire home/apt,205,3,37,4/23/16,0.79,1,3
Bernal Heights,Entire home/apt,135,4,1,2/14/16,0.21,1,0
Bernal Heights,Entire home/apt,220,3,55,6/20/16,3.93,1,327
Bernal Heights,Entire home/apt,225,4,10,5/5/16,0.84,1,77
Bernal Heights,Entire home/apt,250,3,4,7/2/15,0.28,1,0
Bernal Heights,Private room,64,1,0,,,1,0
Bernal Heights,Private room,120,1,0,,,1,0
Bernal Heights,Entire home/apt,300,5,0,,,1,0
Bernal Heights,Entire home/apt,150,1,27,6/1/16,1.33,2,299
Bernal Heights,Entire home/apt,115,2,67,6/27/16,1.71,3,354
Bernal Heights,Private room,149,1,0,,,1,23
Bernal Heights,Private room,109,1,2,8/9/15,0.16,1,274
Bernal Heights,Entire home/apt,180,4,17,4/6/15,0.34,2,46
Bernal Heights,Entire home/apt,325,30,24,6/4/16,0.88,1,339
Bernal Heights,Entire home/apt,125,1,23,1/6/16,2.34,1,285
Bernal Heights,Entire home/apt,185,2,13,5/25/16,2.77,1,59
Bernal Heights,Private room,100,3,86,6/22/16,2.26,1,131
Bernal Heights,Entire home/apt,1200,1,1,8/17/15,0.09,1,0
Bernal Heights,Entire home/apt,155,3,66,6/15/16,2.82,1,167
Bernal Heights,Entire home/apt,135,7,4,10/5/14,0.16,1,182
Bernal Heights,Entire home/apt,149,1,0,,,1,314
Bernal Heights,Private room,60,7,0,,,1,0
Bernal Heights,Private room,69,3,3,6/16/16,0.13,6,6
Bernal Heights,Entire home/apt,235,2,0,,,1,0
Bernal Heights,Entire home/apt,389,2,21,1/13/16,0.37,2,363
Bernal Heights,Entire home/apt,250,2,0,,,1,0
Bernal Heights,Shared room,75,2,44,6/17/16,0.93,1,339
Bernal Heights,Entire home/apt,275,2,0,,,1,182
Bernal Heights,Entire home/apt,361,5,1,6/14/13,0.03,1,8
